Name,Main Address,Type,Website Address,Telephone Number,Specialist,Partner Status,Experience,Certification,Certification,Certification,Facebook,Twitter,Linkedin,Name,Position,Industries Served,Connected Apps,Office Address Number 1,Office Address Telephone number 1,Office Address Number 2,Office Address Telephone number 2,Office Address Number 3,Office Address Telephone number 3,Office Address Number 4,Office Address Telephone number 4,Office Address Number 5,Office Address Telephone number 5,Office Address Number 6,Office Address Telephone number 6,Office Address Number 7,Office Address Telephone number 7,Office Address Number 8,Office Address Telephone number 8,Office Address Number 9,Office Address Telephone number 9,Office Address Number 10,Office Address Telephone number 10
Torastan,"Croft House Kilncroft, Selkirk",Accountant,,,,Bronze champion partner,Partner since 2013,Xero advisor certified,Xero payroll certified,,,,,,,Administration and support services,"Receipt Bank, 
Hubdoc, 
FUTRLI","Croft House Kilncroft, Selkirk",+44 7592004024,,,,,,,,,,,,,,,,,,
Imperium Cashflow,"5 Sandown Park, Lisburn, Northern Ireland",Bookkeeper,http://www.imperiumcashflow.com,+44 2890470074,Making Tax Digital Ready,Bronze champion partner,Partner since 2018,Xero migration certified,Xero advisor certified,,,,,,,"Professional services, 
Marketing, advertising and consulting","Entryless, 
GoCardless","5 Sandown Park, Lisburn, BT28 2EN, Northern Ireland",+44 2890470074,,,,,,,,,,,,,,,,,,
Walpole Dunn,"Hestercombe House, Cheddon Fitzpaine, England",Accountant,http://www.walpoledunn.co.uk,+44 01823 740006,,Bronze champion partner,Partner since 2017,Xero migration certified,Xero advisor certified,,https://www.facebook.com/WalpoleDunn/,https://www.twitter.com/WalpoleDunn,https://www.linkedin.com/company/walpoledunn/,,,"Marketing, advertising and consulting, 
Finance and insurance","Fathom, 
AutoEntry","Hestercombe House, Cheddon Fitzpaine, TA2 8LQ, England",+44 01823 740006,,,,,,,,,,,,,,,,,,
1Office,"Salisbury House, London Wall, London, England",Accountant,https://www.1office.co/uk,+44 20 3868 9958,,Bronze champion partner,Partner since 2015,Xero advisor certified,Xero payroll certified,,https://www.facebook.com/1Office/,https://www.twitter.com/1OfficeGroup,https://www.linkedin.com/company-beta/2812109/,,,Professional services,,"Salisbury House, London Wall, London, EC2M 5QQ, England",+44 20 3868 9958,,,,,,,,,,,,,,,,,,
Pie Accounts,"39 Oak Lane, Upchurch, England",Accountant,http://www.pieaccounts.co.uk,+44 1634 262537,,Bronze champion partner,Partner since 2014,Xero migration certified,Xero advisor certified,,http://www.facebook.com/pieaccounts,https://www.twitter.com/pieaccounts,https://uk.linkedin.com/in/gillespielaura,,,"Professional services, 
Education, 
Marketing, advertising and consulting","AutoEntry, 
Receipt Bank","39 Oak Lane, Upchurch, ME9 7AU, England",+44 1634 262537,,,,,,,,,,,,,,,,,,
Delta Solutions,"3 Wellgreen Close, Hale",Accountant,http://www.delta-solutions.org.uk,+44 8451645015,Making Tax Digital Ready,Bronze champion partner,Partner since 2011,Xero advisor certified,Xero migration certified,,,https://www.twitter.com/SueWeighell,http://uk.linkedin.com/in/sueweighell,Sue Weighell,Director,Professional services,"DataDear, 
Satago, 
iwoca, 
Syft, 
CaFE, 
Spotlight Reporting","3 Wellgreen Close, Hale, WA15 8PT",+44 8451645015,,,,,,,,,,,,,,,,,,
Caladine Ltd,"22 Upperton Road, Chantry House, Eastbourne, England",Accountant,http://www.caladine.co.uk,+44 1323 644 579,,Bronze champion partner,Partner since 2014,Xero advisor certified,,,https://www.facebook.com/CaladineLtd,https://www.twitter.com/CaladineLtd,https://www.linkedin.com/company/caladine-ltd/,Colin Dadswell,Director,"Professional services, 
Not-for-profit",,"22 Upperton Road, Chantry House, Eastbourne, BN21 1BF, England",+44 1323 644 579,,,,,,,,,,,,,,,,,,
Caladine Ltd,"22 Upperton Road, Chantry House, Eastbourne, England",Accountant,http://www.caladine.co.uk,+44 1323 644 579,,Bronze champion partner,Partner since 2014,Xero advisor certified,,,https://www.facebook.com/CaladineLtd,https://www.twitter.com/CaladineLtd,https://www.linkedin.com/company/caladine-ltd/,Liam Brooks,Payroll and Accounts Manager,"Professional services, 
Not-for-profit",,"22 Upperton Road, Chantry House, Eastbourne, BN21 1BF, England",+44 1323 644 579,,,,,,,,,,,,,,,,,,
King Watkins,"The Island, Midsomer Norton, England",Accountant,http://www.kingwatkins.co.uk,+44 01761 413869,Making Tax Digital Ready,Bronze champion partner,Partner since 2017,Xero advisor certified,Xero migration certified,,,,,,,"Professional services, 
Construction and trades",,"The Island, Midsomer Norton, BA3 2DZ, England",+44 01761 413869,,,,,,,,,,,,,,,,,,
Spence Accounting Ltd,"Unit 4 Stirlin Court, Saxilby, England",Accountant,http://www.spenceaccounting.co.uk,+44 1522244310,Making Tax Digital Ready,Bronze partner,Partner since 2014,Xero migration certified,Xero advisor certified,,,,,,,Repairs and personal services,,"Unit 4 Stirlin Court, Saxilby, LN1 2LR, England",+44 1522244310,,,,,,,,,,,,,,,,,,
Stringer Mallard,"12A Montpellier Parade, Harrogate, England",Accountant,http://www.stringermallard.com,+44 01423701234,Making Tax Digital Ready,Bronze champion partner,Partner since 2014,Xero advisor certified,Xero migration certified,,,https://www.twitter.com/amstringer,,,,"Professional services, 
Retail",,"12A Montpellier Parade, Harrogate, HG1 2TJ, England",+44 01423701234,,,,,,,,,,,,,,,,,,
AH&Co Limited,"6 Logie Mill, Edinburgh, Scotland",Accountant,http://www.ah-ltd.co.uk,+44 0131 315 2469,,Bronze champion partner,Partner since 2014,Xero advisor certified,,,,,,,,,,"6 Logie Mill, Edinburgh, EH7 4HH, Scotland",+44 0131 315 2469,,,,,,,,,,,,,,,,,,
Simply Balanced Solutions Ltd,"New Road, Clanfield, England",Bookkeeper,http://www.simplybalancedsolutions.co.uk/,+44 02392006466,,Bronze partner,Partner since 2014,Xero advisor certified,,,https://www.facebook.com/simplybalancedsolutions/,https://www.twitter.com/SimplyBalances,https://www.linkedin.com/in/alisonedward/,Alison  Edward,,"Administration and support services, 
Professional services, 
Construction and trades","AutoEntry, 
Receipt Bank","New Road, Clanfield, PO8 0NS, England",+44 02392006466,,,,,,,,,,,,,,,,,,
Kingston Bookkeeping,"71 Cobham Road, Kingston upon Thames, England",Bookkeeper,http://kingstonbookkeeping.co.uk/,+759 0116568,,Bronze champion partner,Partner since 2014,Xero advisor certified,Xero migration certified,,,,,Kate Powell,Bookkeeper,"Professional services, 
Arts and recreation","Receipt Bank, 
AutoEntry, 
Datamolino","71 Cobham Road, Kingston upon Thames, KT1 3AE, England",+759 0116568,,,,,,,,,,,,,,,,,,
A E Accountancy Services Ltd,"Ongar Road, Dunmow, England",Accountant,http://www.aeaccountancyservices.co.uk,+44 1371700317,Making Tax Digital Ready,Bronze champion partner,Partner since 2013,Xero advisor certified,Xero migration certified,,https://www.facebook.com/AEAccountancy/,https://www.twitter.com/AEAccountancy,https://www.linkedin.com/company/aeaccountancyservices,Alex Eagleson,,"Real estate and hiring services, 
Media and communications, 
E-commerce","AutoEntry, 
Receipt Bank","Ongar Road, Dunmow, CM6, England",+44 1371700317,"Greenhills, Harlow, CM20, England",+44 1371700317,,,,,,,,,,,,,,,,
Crossley & Davis,"52 Chorley New Road, Bolton, England",Accountant,http://www.crossleyanddavis.net,+44 01204381124,,Bronze champion partner,Partner since 2014,Xero advisor certified,,,https://www.facebook.com/CrossleyandDavisBolton/?ref=bookmarks,https://www.twitter.com/CrossleyDavis,http://inkedin.com/company/crossley-and-davis-chartered-accountants,Ben Taylor,Accounts Manager,"Construction and trades, 
Real estate and hiring services","AutoEntry, 
Re-leased","52 Chorley New Road, Bolton, BL1 4AP, England",+44 01204381124,,,,,,,,,,,,,,,,,,
Lumin Accountancy,"Swansea, Swansea, Wales",Accountant,https://www.lumin-accountancy.co.uk,+44 0330 1330344,Making Tax Digital Ready,Bronze champion partner,Partner since 2014,Xero advisor certified,Xero migration certified,,https://www.facebook.com/luminaccountancy,https://www.twitter.com/LuminAccounts,,,,,Datamolino,"Swansea, Swansea, Wales",+44 0330 1330344,"Bridgend, Bridgend, Wales",+44 03301330344,"Ammanford, Ammanford, SA18, Wales",+44 03301330344,,,,,,,,,,,,,,
MANY Bookkeeping & Accountancy Services,"The Gables, Thornton Watlass, England",Bookkeeper,http://www.manybookkeeping.co.uk,+44 1677422643,Making Tax Digital Ready,Bronze champion partner,Partner since 2011,Xero advisor certified,Xero migration certified,,,,,,,,AutoEntry,"The Gables, Thornton Watlass, HG4 4AH, England",+44 1677422643,,,,,,,,,,,,,,,,,,
MK TAX AND ACCOUNTING LIMITED,"151 Silbury Boulevard, Technology House, Milton Keynes, England",Accountant,https://www.mkaccountants.com/,+44 1908424335,,Bronze champion partner,Partner since 2015,Xero migration certified,Xero advisor certified,,https://www.facebook.com/sharer.php?u=https%3A%2F%2Fwww.mkaccountants.com%2F,https://www.twitter.com/mktaxaccounting,,,,Professional services,,"151 Silbury Boulevard, Technology House, Milton Keynes, MK9, England",+44 1908424335,,,,,,,,,,,,,,,,,,
Future Insight Consultancy Ltd.,"1 Bromley Lane, Chislehurst, England",Bookkeeper,http://www.futureinsight.eu,+44 07759472139,,Bronze champion partner,Partner since 2017,Xero advisor certified,Xero migration certified,,https://www.facebook.com/Future-Insight-Consultancy-UK-1904723889781651/,https://www.twitter.com/Futureinsight1,https://www.linkedin.com/company/21289091/admin/updates/,,,"Construction and trades, 
Administration and support services, 
Real estate and hiring services, 
Arts and recreation",,"1 Bromley Lane, Chislehurst, BR7 6LH, England",+44 07759472139,,,,,,,,,,,,,,,,,,
Nathan Trust,"9 Exchange Place, International Financial Services Centre, Dublin 1, County Dublin",Accountant,http://www.nathantrust.com,+353 1 888 1170 ,,Bronze champion partner,Partner since 2017,Xero advisor certified,,,https://www.facebook.com/NathanTrustIRL,https://www.twitter.com/nathan_trust,https://www.linkedin.com/company/nathan-trust/,,,"Administration and support services, 
Professional services, 
Manufacturing",,"9 Exchange Place, International Financial Services Centre, Dublin 1, D01 X8H2, County Dublin",+353 1 888 1170,"6 Lapp's Quay, First Floor, Cork, T12 VY7W, County Cork",+353 21 242 7054,,,,,,,,,,,,,,,,
Simply Bookkeeping,"15 Buckthorn Drive, Swindon, England",Bookkeeper,http://www.simplybookkeepingswindon.co.uk,+44 01793 232889,,Bronze champion partner,Partner since 2016,Xero payroll certified,Xero advisor certified,,https://www.facebook.com/simplybookkeepinginswindon,https://www.twitter.com/simply_bookkeep,http://www.linkedin.com/in/rachael-taylor-760b0199,Rachael Taylor,Bookkeeper,Construction and trades,AutoEntry,"15 Buckthorn Drive, Swindon, SN25 3JH, England",+44 01793 232889,,,,,,,,,,,,,,,,,,
The Accounts Dept NE Ltd,"SR5 3NZ, Washington Business Centre, Sunderland, England",Bookkeeper,http://www.theaccountsdeptne.com,+44 01914324265,,Bronze champion partner,Partner since 2013,Xero advisor certified,,,https://www.facebook.com/theaccountsdepartmentne/,https://www.twitter.com/AccountsNE,,,,Construction and trades,"AutoEntry, 
Float, 
GoCardless","SR5 3NZ, Washington Business Centre, Sunderland, SR5 3QY, England",+44 01914324265,,,,,,,,,,,,,,,,,,
South East Bookkeeping,"Dennehill Business Centre, Old Farm Office, Unit 2A, Canterbury, England",Accountant,http://www.southeastbookkeeping.co.uk,+44 01227831676,,Bronze champion partner,Partner since 2016,Xero advisor certified,,,https://www.facebook.com/southeastbookkeepingltd,,,,,,Receipt Bank,"Dennehill Business Centre, Old Farm Office, Unit 2A, Canterbury, CT4 6HD, England",+44 01227831676,,,,,,,,,,,,,,,,,,
Parizma Accountants,"Francis Gardens, Warfield, England",Accountant,http://www.parizma.com,+44 01344206515,,Bronze champion partner,Partner since 2016,Xero advisor certified,Xero migration certified,,,,,Joseph Nsiah,Senior Financial Consultant,"Accommodation and hospitality, 
Real estate and hiring services, 
Retail","DOKKA, 
AutoEntry","Francis Gardens, Warfield, RG42 3SX, England",+44 01344206515,,,,,,,,,,,,,,,,,,
MB Consultancy (SC) Ltd,"22 Montrose Street, Glasgow, Scotland",Accountant,https://www.mbcons.co.uk,+44 1414653648,Making Tax Digital Ready,Bronze champion partner,Partner since 2018,Xero migration certified,Xero advisor certified,,https://www.facebook.com/mbconsultancyltd/,https://www.twitter.com/mbconsultancy1,https://www.linkedin.com/company/mbconsultancy/,Mary Blyth,Director,Construction and trades,"Receipt Bank, 
AutoEntry","22 Montrose Street, Glasgow, G1 1RE, Scotland",+44 1414653648,,,,,,,,,,,,,,,,,,
CW Accounting Limited,"12 Bramley Gardens, Gosport, England",Accountant,http://www.cw-accounting.co.uk,+44 02392348957,Making Tax Digital Ready,Bronze champion partner,Partner since 2014,Xero advisor certified,Xero migration certified,,,,,Colin Webb,Accountant,"Professional services, 
Construction and trades",AutoEntry,"12 Bramley Gardens, Gosport, PO12 2DW, England",+44 02392348957,,,,,,,,,,,,,,,,,,
Stewart & Partners,"232 Kinetic Business Centre, Theobald Street, Borehamwood, England",Accountant,http://www.stewartpartners.co.uk,+44 020 8387 1350,,Bronze champion partner,Partner since 2013,Xero migration certified,Xero advisor certified,,,https://www.twitter.com/StewartPtnrs,https://www.linkedin.com/profile/view?id=156765557&trk=spm_pic,Simon Lever,,"Construction and trades, 
Media and communications, 
Professional services","AutoEntry, 
Power BI","232 Kinetic Business Centre, Theobald Street, Borehamwood, WD6 4PJ, England",+44 020 8387 1350,,,,,,,,,,,,,,,,,,
WNR Associates Limited,"35 Tempsford Avenue, Borehamwood, England",Accountant,#,+44 7948216857,Making Tax Digital Ready,Bronze champion partner,Partner since 2017,Xero migration certified,Xero advisor certified,,,https://www.twitter.com/wnrassociates,https://www.linkedin.com/in/weldonramirez/,Weldon Ramirez,Accountant,Professional services,,"35 Tempsford Avenue, Borehamwood, WD6 2PD, England",+44 7948216857,"89 London Road, Leicester, LE2 1RH, England",+44 7948216857,,,,,,,,,,,,,,,,
FD Business Ltd,"9 Lyncroft Gardens, Epsom, Surrey",Accountant,http://www.fdbiz.co.uk,+44 7966532199,Making Tax Digital Ready,Bronze champion partner,Partner since 2015,Xero advisor certified,Xero migration certified,,https://www.facebook.com/FDBusinessLtd/,https://www.twitter.com/FD_Biz,https://www.linkedin.com/company/2628636/,Peter Stamps,Director,"Healthcare and social services, 
Marketing, advertising and consulting","AutoEntry, 
Entryless, 
FUTRLI","9 Lyncroft Gardens, Epsom, Kt17 1UR, Surrey",+44 7966532199,,,,,,,,,,,,,,,,,,
Cruse + Burke,"73 Park Lane, Croydon, England",Accountant,https://cruseburke.co.uk/,+44 2086868876,,Bronze champion partner,Partner since 2009,Xero advisor certified,,,https://www.facebook.com/cruseburke/,https://www.twitter.com/cruseburke,https://www.linkedin.com/company/cruse-&-burke/,,,"Professional services, 
Construction and trades",,"73 Park Lane, Croydon, CR0 1JG, England",+44 2086868876,,,,,,,,,,,,,,,,,,
Tao Business Services Ltd,"8 Peregrine Way, Cannock, England",Accountant,http://www.taobusinessservices.com,+44 7985645087,Making Tax Digital Ready,Bronze champion partner,Partner since 2015,Xero advisor certified,Xero migration certified,,https://facebook.com/taofinancialaccountancy/,https://www.twitter.com/TaoBusinessserv,https://www.linkedin.com/in/nic-cooper-24301217/,Nic Cooper,Director,Construction and trades,,"8 Peregrine Way, Cannock, WS11 7JX, England",+44 7985645087,,,,,,,,,,,,,,,,,,
Berg & Williams,"56 Oxford Street, Workplace, Floor 4, Manchester, England",Accountant,http://www.bergandwilliams.com,+44 1614647162,Making Tax Digital Ready,Bronze champion partner,Partner since 2013,Xero advisor certified,Xero migration certified,,https://www.facebook.com/bergandwilliams,https://www.twitter.com/bergandwilliams,,,,"Healthcare and social services, 
Professional services","Fathom, 
FUTRLI, 
Vend","56 Oxford Street, Workplace, Floor 4, Manchester, M1 6EU, England",+44 1614647162,,,,,,,,,,,,,,,,,,
Format Bookkeeping,"Churchill Road, Unit 5 Churchill Industrial Estate,, Cheltenham, England",Bookkeeper,,,Making Tax Digital Ready,Bronze champion partner,Partner since 2016,Xero migration certified,Xero advisor certified,,,,,,,"Retail, 
Professional services",,"Churchill Road, Unit 5 Churchill Industrial Estate,, Cheltenham, GL53 7EG, England",+44 07917 703156,,,,,,,,,,,,,,,,,,
"PCLG, Chartered Accountants","Clifton Park Avenue, York, England",Accountant,http://www.pclg.co.uk,+44 01904558300,,Bronze champion partner,Partner since 2014,Xero advisor certified,Xero payroll certified,,https://en-gb.facebook.com/pclgaccountants/,,https://www.linkedin.com/company/pclg-chartered-accountants,,,Professional services,,"Clifton Park Avenue, York, YO30 5PA, England",+44 01904558300,,,,,,,,,,,,,,,,,,
Troy Accounting Ltd,"Premier Way, 43 Abbey Enterprise Centre, Romsey, England",Accountant,http://www.troyaccounting.co.uk,+44 01794 874425,,Bronze champion partner,Partner since 2018,Xero payroll certified,Xero advisor certified,,https://www.facebook.com/troyaccounting/,,https://www.linkedin.com/company/helen,,,,,"Premier Way, 43 Abbey Enterprise Centre, Romsey, SO51, England",+44 01794 874425,,,,,,,,,,,,,,,,,,
Sally's Accounts & Ledgers,"3 Ingersley Rise, West End, England",Bookkeeper,http://www.sallysaccounts.co.uk,+44 7768042012,Making Tax Digital Ready,Bronze champion partner,Partner since 2018,Xero advisor certified,Xero migration certified,,https://www.facebook.com/Sallysaccounts/,,,Sally Williams,Owner,"Repairs and personal services, 
Construction and trades",,"3 Ingersley Rise, West End, SO30 3DN, England",+44 7768042012,,,,,,,,,,,,,,,,,,
KJM Accounting Services,"11 Skaterigg Gardens, Glasgow, Scotland",Accountant,http://www.kjmaccounting.co.uk,+44 07786 775905,Making Tax Digital Ready,Bronze champion partner,Partner since 2017,Xero advisor certified,Xero migration certified,,,https://www.twitter.com/KJMACCOUNTING,http://linkedin.com/KENNTHMUNRO,,,Construction and trades,,"11 Skaterigg Gardens, Glasgow, G13 1ST, Scotland",+44 07786 775905,,,,,,,,,,,,,,,,,,
Church Lane Management Ltd,"152 Church Lane East, Aldershot, Hampshire",Bookkeeper,http://www.churchlanemanagement.co.uk,+44 7826930342,Making Tax Digital Ready,Bronze champion partner,Partner since 2013,Xero advisor certified,Xero migration certified,,http://churchlanemanagement.co.uk,,,Michelle Brooks,"Director.  Bsc (hons), FICB, CB. Dip","Marketing, advertising and consulting, 
Repairs and personal services",,"152 Church Lane East, Aldershot, GU11 3SS, Hampshire",+44 7826930342,,,,,,,,,,,,,,,,,,
